trial_number,value,state,best_iter,duration_minutes,num_leaves,learning_rate,min_data_in_leaf,feature_fraction,bagging_fraction,num_boost_round,early_stopping_rounds
0,882560000.0,COMPLETE,,,390,0.006446975972373786,3788,0.6155392624081104,1.0,10000,50
1,885120000.0,COMPLETE,,,930,0.016848449439378955,4529,0.9100495259103493,1.0,10000,50
2,914560000.0,COMPLETE,,,817,0.058315844365728266,3480,0.9008571823117286,1.0,10000,50
3,909760000.0,COMPLETE,,,470,0.04230887312602064,3010,0.6375871588986016,1.0,10000,50
4,904160000.0,COMPLETE,,,920,0.005499086310217026,3140,0.06464623607309412,1.0,10000,50
5,918720000.0,COMPLETE,,,675,0.04844667492662582,2388,0.48432723890475493,1.0,10000,50
6,897760000.0,COMPLETE,,,143,0.0671962144530088,1559,0.7365246742485283,1.0,10000,50
7,897920000.0,COMPLETE,,,418,0.015273193529286688,3881,0.43927036976350364,1.0,10000,50
8,897120000.0,COMPLETE,,,477,0.0976069888383856,2118,0.2126036153543611,1.0,10000,50
9,900640000.0,COMPLETE,,,271,0.03718850769659362,4344,0.503506943964635,1.0,10000,50
10,905600000.0,COMPLETE,,,356,0.08830081888128927,4855,0.9759514349226442,1.0,10000,50
11,901600000.0,COMPLETE,,,552,0.05830556973133729,3271,0.14447589186123622,1.0,10000,50
12,917760000.0,COMPLETE,,,318,0.037387207183439505,1026,0.8952290019089384,1.0,10000,50
13,902560000.0,COMPLETE,,,449,0.06226871002410241,4019,0.5207219928185136,1.0,10000,50
14,908480000.0,COMPLETE,,,825,0.06022282959150864,114,0.21647463878074574,1.0,10000,50
15,918080000.0,COMPLETE,,,446,0.02013857292948807,860,0.63357999104023,1.0,10000,50
16,906240000.0,COMPLETE,,,354,0.07172756154416596,2974,0.8054275103848968,1.0,10000,50
17,903840000.0,COMPLETE,,,271,0.024032442538358043,3052,0.8092271971368437,1.0,10000,50
18,914880000.0,COMPLETE,,,203,0.08106312616749325,1184,0.392389434211054,1.0,10000,50
19,908320000.0,COMPLETE,,,840,0.0497351991924072,1169,0.04731058023141327,1.0,10000,50
20,914880000.0,COMPLETE,,,943,0.07054650822287345,943,0.485289814148676,1.0,10000,50
21,913600000.0,COMPLETE,,,240,0.03590090760894396,527,0.7342077363780622,1.0,10000,50
22,919840000.0,COMPLETE,,,202,0.056842742128914256,1400,0.48720923415985407,1.0,10000,50
23,913600000.0,COMPLETE,,,486,0.07392851606929902,1162,0.7579553265968754,1.0,10000,50
24,899840000.0,COMPLETE,,,528,0.03858392639139897,4880,0.45281772025945244,1.0,10000,50
25,915360000.0,COMPLETE,,,428,0.0655663779932111,1596,0.5611108325070536,1.0,10000,50
26,881760000.0,COMPLETE,,,821,0.005076810384897233,1291,0.28713899378116886,1.0,10000,50
27,917760000.0,COMPLETE,,,239,0.08830903327985964,1708,0.4380041941844742,1.0,10000,50
28,910560000.0,COMPLETE,,,254,0.09908337302649621,307,0.4499115080427341,1.0,10000,50
29,913120000.0,COMPLETE,,,650,0.0460813823382584,2236,0.28382888211088764,1.0,10000,50
30,918240000.0,COMPLETE,,,675,0.034505393303691095,284,0.3345952474256384,1.0,10000,50
31,914720000.0,COMPLETE,,,636,0.03414887070764477,2062,0.3395421116178946,1.0,10000,50
32,907840000.0,COMPLETE,,,641,0.028279823890168043,2131,0.330675064934865,1.0,10000,50
33,912320000.0,COMPLETE,,,635,0.04948473866857208,2071,0.38128910105448677,1.0,10000,50
34,908320000.0,COMPLETE,,,637,0.0478224913152466,2048,0.3340150611208428,1.0,10000,50
35,911040000.0,COMPLETE,,,663,0.04940351071903143,2348,0.3329387764701529,1.0,10000,50
36,913600000.0,COMPLETE,,,670,0.04734770454487222,2302,0.6482096589054746,1.0,10000,50
37,910560000.0,COMPLETE,,,638,0.049700392847615,2484,0.3318327575349384,1.0,10000,50
38,901760000.0,COMPLETE,,,108,0.028974210649515202,2499,0.6406690214599089,1.0,10000,50
39,912480000.0,COMPLETE,,,705,0.02866032113246951,2282,0.620062784657432,1.0,10000,50
40,918240000.0,COMPLETE,,,683,0.02536930904535059,640,0.6435135506492933,1.0,10000,50
41,912160000.0,COMPLETE,,,83,0.02303889821505649,622,0.6090608986323786,1.0,10000,50
42,917120000.0,COMPLETE,,,99,0.029511313463241765,676,0.6341597979800961,1.0,10000,50
43,914560000.0,COMPLETE,,,89,0.02845647551406333,660,0.5854127081298364,1.0,10000,50
44,918880000.0,COMPLETE,,,113,0.013465926981715011,688,0.5854534981779548,1.0,10000,50
45,916000000.0,COMPLETE,,,164,0.015448524329104742,739,0.569566390757864,1.0,10000,50
46,918560000.0,COMPLETE,,,131,0.017146975211031677,756,0.5925131624378921,1.0,10000,50
47,919040000.0,COMPLETE,,,729,0.015749500797378684,747,0.5825808150799341,1.0,10000,50
48,913440000.0,COMPLETE,,,753,0.014722650339442644,713,0.5741262542626332,1.0,10000,50
49,919200000.0,COMPLETE,,,729,0.013971999279512537,751,0.5666701840000428,1.0,10000,50
